x;value
1.289;0.253867
1.290;0.254642
1.291;0.255417
1.292;0.256191
1.293;0.256965
1.294;0.257738
1.295;0.258511
1.296;0.259283
1.297;0.260054
1.298;0.260825
1.299;0.261595
1.300;0.262364
1.301;0.263133
1.302;0.263902
1.303;0.264669
1.304;0.265436
1.305;0.266203
1.306;0.266969
1.307;0.267734
1.308;0.268499
1.309;0.269263
1.310;0.270027
1.311;0.270790
1.312;0.271553
1.313;0.272315
1.314;0.273076
1.315;0.273837
1.316;0.274597
1.317;0.275356
1.318;0.276115
1.319;0.276874
1.320;0.277632
1.321;0.278389
1.322;0.279146
1.323;0.279902
1.324;0.280657
1.325;0.281412
1.326;0.282167
1.327;0.282921
1.328;0.283674
1.329;0.284427
1.330;0.285179
1.331;0.285931
1.332;0.286682
1.333;0.287432
1.334;0.288182
1.335;0.288931
1.336;0.289680
1.337;0.290428
1.338;0.291176
1.339;0.291923
1.340;0.292670
1.341;0.293416
1.342;0.294161
1.343;0.294906
1.344;0.295650
1.345;0.296394
1.346;0.297137
1.347;0.297880
1.348;0.298622
1.349;0.299364
1.350;0.300105
1.351;0.300845
1.352;0.301585
1.353;0.302324
1.354;0.303063
1.355;0.303801
1.356;0.304539
1.357;0.305276
1.358;0.306013
1.359;0.306749
1.360;0.307485
1.361;0.308220
1.362;0.308954
1.363;0.309688
1.364;0.310422
1.365;0.311154
1.366;0.311887
1.367;0.312619
1.368;0.313350
1.369;0.314081
1.370;0.314811
1.371;0.315540
1.372;0.316270
1.373;0.316998
1.374;0.317726
1.375;0.318454
1.376;0.319181
1.377;0.319907
1.378;0.320633
1.379;0.321359
1.380;0.322083
1.381;0.322808
1.382;0.323532
1.383;0.324255
1.384;0.324978
1.385;0.325700
1.386;0.326422
1.387;0.327143
1.388;0.327864
1.389;0.328584
1.390;0.329304
1.391;0.330023
1.392;0.330742
1.393;0.331460
1.394;0.332177
1.395;0.332894
1.396;0.333611
1.397;0.334327
1.398;0.335043
1.399;0.335758
1.400;0.336472
1.401;0.337186
1.402;0.337900
1.403;0.338613
1.404;0.339325
1.405;0.340037
1.406;0.340749
1.407;0.341460
1.408;0.342170
1.409;0.342880
1.410;0.343590
1.411;0.344299
1.412;0.345007
1.413;0.345715
1.414;0.346423
1.415;0.347130
1.416;0.347836
1.417;0.348542
1.418;0.349247
1.419;0.349952
1.420;0.350657
1.421;0.351361
1.422;0.352064
1.423;0.352767
1.424;0.353470
1.425;0.354172
1.426;0.354873
1.427;0.355574
1.428;0.356275
1.429;0.356975
1.430;0.357674
1.431;0.358373
1.432;0.359072
1.433;0.359770
1.434;0.360468
1.435;0.361165
1.436;0.361861
1.437;0.362558
1.438;0.363253
1.439;0.363948
1.440;0.364643
1.441;0.365337
1.442;0.366031
1.443;0.366724
1.444;0.367417
1.445;0.368109
1.446;0.368801
1.447;0.369492
1.448;0.370183
1.449;0.370874
1.450;0.371564
1.451;0.372253
